transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id,status,pending_balance
390,28,"Sims, Gonzales and Anderson",2025-04-04 20:30:37,428.80,"2183 Scott Overpass, Albany, NY 14854",bill_payment,,pending,3609.6800000000003
391,25,Miller Ltd,2025-04-04 20:35:42,467.13,"4002 Charles Gateway, New York, NY 19292",p2p_transfer,,pending,1432.33
392,3,Calderon and Sons,2025-04-04 20:59:24,66.77,"1889 Theresa Island, Brooklyn, NY 18325",bill_payment,,pending,4550.66
393,5,Lawson-Jackson,2025-04-04 21:13:28,447.38,"5817 Colleen Creek, Bronx, NY 14406",wire_transfer,,pending,2161.12
394,40,Allen-Hernandez,2025-04-04 21:19:12,267.66,"1835 Dawn Skyway, Binghamton, NY 17615",purchase,,pending,2466.48
395,5,"Soto, Freeman and Turner",2025-04-04 21:25:15,453.27,"5976 Karla Meadow, White Plains, NY 11501",wire_transfer,,pending,2614.39
396,19,Baker-Shea,2025-04-04 21:58:58,47.03,"3446 Wright Ridge, Albany, NY 19993",atm_withdrawal,,pending,1331.33
397,18,White-Hogan,2025-04-04 22:02:04,81.36,"5011 Reeves Park, Rochester, NY 14695",atm_withdrawal,,pending,568.93
398,16,"Moreno, Maldonado and Berry",2025-04-04 23:02:08,-58.39,"7427 Green Ways, Port John, VT 05794",refund,,declined,2818.5499999999997
399,15,"Turner, Johnson and Meyer",2025-04-04 23:40:13,-405.24,"4049 Gibson Field, Utica, NY 11207",refund,,pending,642.3599999999999
400,40,Wood-Boyle,2025-04-04 23:51:21,146.15,"7678 Abigail Streets, Brooklyn, NY 19329",atm_withdrawal,,pending,2612.63
